state,response,coverage,education,employmentstatus,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size
California,No,Basic,Bachelor,Not Working,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Call Center,Four-Door Car,Medsize
Arizona,No,Extended,High School or Below,Not Working,F,Suburban,Divorced,Special Auto,Special L1,Offer3,Agent,Four-Door Car,Medsize
Oregon,Yes,Basic,Doctor,,M,Rural,Divorced,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Large
California,No,Extended,Bachelor,,F,Suburban,Divorced,Corporate Auto,Corporate L3,Offer4,Call Center,Four-Door Car,Small
Arizona,Yes,Basic,College,,M,Rural,Married,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Medsize
Arizona,Yes,Basic,College,,M,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Branch,SUV,Medsize
Washington,Yes,Extended,High School or Below,,M,Suburban,Married,Corporate Auto,Corporate L2,Offer2,Agent,Two-Door Car,Medsize
Oregon,No,Extended,Master,,M,Rural,Married,Corporate Auto,Corporate L3,Offer3,Agent,Four-Door Car,Medsize
Washington,No,Extended,Master,,M,Urban,Divorced,Personal Auto,Personal L2,Offer3,Agent,Two-Door Car,Medsize
Arizona,No,Extended,Bachelor,,M,Suburban,Married,Personal Auto,Personal L3,Offer4,Call Center,Four-Door Car,Small
California,No,Basic,High School or Below,,F,Rural,Single,Personal Auto,Personal L1,Offer3,Web,Four-Door Car,Medsize
California,No,Basic,High School or Below,,F,Suburban,Single,Personal Auto,Personal L3,Offer3,Agent,Luxury,Medsize
California,No,Basic,Bachelor,,F,Suburban,Single,Special Auto,Special L3,Offer2,Web,Four-Door Car,Medsize
Washington,No,Extended,College,,M,Suburban,Divorced,Corporate Auto,Corporate L1,Offer2,Branch,Four-Door Car,Medsize
California,No,Basic,Bachelor,,F,Suburban,Single,Personal Auto,Personal L2,Offer1,Web,Four-Door Car,Medsize
California,No,Premium,Bachelor,,M,Suburban,Divorced,Personal Auto,Personal L3,Offer4,Agent,Two-Door Car,Small
California,No,Basic,Master,,M,Urban,Married,Personal Auto,Personal L1,Offer2,Call Center,SUV,Medsize
California,No,Extended,Doctor,,F,Suburban,Divorced,Personal Auto,Personal L2,Offer3,Web,SUV,Medsize
Oregon,No,Extended,Bachelor,,F,Urban,Married,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Medsize
Arizona,No,Extended,Master,,F,Rural,Married,Personal Auto,Personal L3,Offer2,Agent,SUV,Medsize
Oregon,No,Extended,College,,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize
California,No,Basic,Bachelor,,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Small
Oregon,Yes,Basic,High School or Below,Not Working,F,Suburban,Married,Personal Auto,Personal L2,Offer2,Agent,SUV,Small
California,No,Basic,High School or Below,,F,Rural,Divorced,Personal Auto,Personal L3,Offer3,Call Center,Four-Door Car,Medsize
Arizona,No,Basic,Bachelor,,F,Urban,Married,Corporate Auto,Corporate L3,Offer1,Agent,Four-Door Car,Medsize
Arizona,No,Extended,Master,,M,Suburban,Married,Personal Auto,Personal L3,Offer3,Agent,Four-Door Car,Medsize
Arizona,No,Basic,Master,,M,Rural,Married,Special Auto,Special L1,Offer2,Branch,Four-Door Car,Medsize
Oregon,Yes,Extended,High School or Below,Not Working,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Large
Oregon,Yes,Basic,Bachelor,Not Working,F,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Web,Four-Door Car,Medsize
Nevada,Yes,Premium,High School or Below,,F,Suburban,Married,Personal Auto,Personal L1,Offer2,Call Center,Two-Door Car,Small
California,Yes,Extended,High School or Below,,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Call Center,Two-Door Car,Large
Oregon,No,Basic,College,,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Small
California,No,Basic,College,,F,Rural,Married,Personal Auto,Personal L1,Offer1,Web,Two-Door Car,Medsize
Oregon,No,Basic,Master,,F,Urban,Married,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Small
Arizona,Yes,Basic,Master,,M,Rural,Divorced,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Small
Arizona,No,Basic,High School or Below,Not Working,F,Suburban,Married,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Small
Oregon,No,Basic,Bachelor,,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize
California,No,Basic,Bachelor,,M,Rural,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize
California,No,Basic,College,,F,Suburban,Single,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Medsize
Oregon,No,Basic,Bachelor,,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Large
Arizona,No,Basic,Bachelor,,M,Suburban,Single,Personal Auto,Personal L1,Offer2,Branch,Four-Door Car,Medsize
Washington,No,Extended,Doctor,,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,SUV,Large
Oregon,No,Extended,College,,F,Rural,Married,Personal Auto,Personal L2,Offer2,Branch,SUV,Medsize
Arizona,No,Basic,High School or Below,,F,Rural,Married,Personal Auto,Personal L2,Offer3,Branch,SUV,Medsize
Oregon,Yes,Basic,Bachelor,,M,Suburban,Married,Personal Auto,Personal L1,Offer2,Agent,Two-Door Car,Medsize
Oregon,No,Extended,Bachelor,,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,SUV,Small
Arizona,No,Premium,High School or Below,,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Call Center,SUV,Medsize
Arizona,Yes,Extended,High School or Below,,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,SUV,Medsize
California,No,Extended,High School or Below,,F,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Branch,SUV,Small
Washington,No,Extended,College,,F,Rural,Married,Personal Auto,Personal L2,Offer2,Web,Two-Door Car,Medsize
Nevada,No,Extended,High School or Below,,M,Urban,Single,Personal Auto,Personal L3,Offer2,Web,Two-Door Car,Large
Oregon,No,Basic,Bachelor,,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Small
Arizona,No,Basic,College,,M,Suburban,Divorced,Corporate Auto,Corporate L2,Offer2,Agent,Four-Door Car,Medsize
Arizona,No,Basic,College,,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Small
Nevada,No,Extended,Bachelor,Not Working,F,Rural,Married,Corporate Auto,Corporate L1,Offer2,Agent,Four-Door Car,Large
California,No,Extended,Master,,M,Rural,Married,Personal Auto,Personal L3,Offer2,Web,Two-Door Car,Medsize
Oregon,Yes,Extended,College,,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Two-Door Car,Small
Oregon,No,Extended,High School or Below,,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Small
Nevada,No,Basic,College,,M,Urban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Small
Oregon,No,Extended,Bachelor,,M,Rural,Single,Corporate Auto,Corporate L2,Offer4,Agent,Two-Door Car,Medsize
Oregon,Yes,Basic,Master,Not Working,F,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Small
California,No,Extended,College,,F,Rural,Married,Personal Auto,Personal L1,Offer4,Call Center,Four-Door Car,Medsize
California,No,Extended,Bachelor,,F,Rural,Divorced,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Small
Oregon,No,Basic,College,Not Working,M,Urban,Married,Special Auto,Special L2,Offer1,Call Center,Four-Door Car,Medsize
California,No,Extended,College,Not Working,F,Urban,Divorced,Corporate Auto,Corporate L3,Offer1,Agent,Two-Door Car,Medsize
California,No,Extended,College,,M,Urban,Single,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize
California,No,Basic,High School or Below,,M,Suburban,Married,Corporate Auto,Corporate L3,Offer3,Agent,Four-Door Car,Medsize
Washington,No,Premium,Bachelor,Not Working,F,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Web,Two-Door Car,Medsize
California,Yes,Basic,High School or Below,Not Working,M,Suburban,Single,Personal Auto,Personal L2,Offer2,Call Center,Four-Door Car,Medsize
Arizona,No,Extended,Bachelor,,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Small
Arizona,No,Extended,Bachelor,,M,Urban,Divorced,Personal Auto,Personal L3,Offer4,Branch,Four-Door Car,Medsize
California,No,Basic,Bachelor,,M,Urban,Married,Personal Auto,Personal L2,Offer3,Web,Luxury,Medsize
Oregon,No,Basic,Bachelor,Not Working,M,Suburban,Married,Corporate Auto,Corporate L3,Offer3,Branch,Luxury,Medsize
Arizona,No,Premium,College,,F,Suburban,Single,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Large
California,No,Extended,High School or Below,,M,Suburban,Married,Personal Auto,Personal L3,Offer4,Agent,Four-Door Car,Medsize
California,No,Basic,Bachelor,Not Working,M,Suburban,Married,Personal Auto,Personal L1,Offer3,Web,Luxury,Medsize
Oregon,No,Extended,High School or Below,,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize
Oregon,Yes,Premium,High School or Below,,M,Suburban,Married,Personal Auto,Personal L1,Offer2,Web,SUV,Medsize
Oregon,No,Basic,Bachelor,,F,Suburban,Single,Personal Auto,Personal L3,Offer2,Branch,SUV,Medsize
Nevada,No,Basic,College,,F,Suburban,Married,Personal Auto,Personal L1,Offer1,Agent,Luxury,Medsize
Oregon,No,Basic,High School or Below,,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Medsize
Oregon,No,Extended,College,,F,Urban,Married,Corporate Auto,Corporate L2,Offer1,Call Center,SUV,Large
California,No,Extended,Bachelor,,M,Suburban,Single,Personal Auto,Personal L1,Offer1,Web,Four-Door Car,Small
Washington,No,Basic,Bachelor,,M,Urban,Married,Corporate Auto,Corporate L1,Offer2,Branch,Two-Door Car,Medsize
Arizona,No,Basic,College,,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize
Nevada,No,Basic,College,,F,Suburban,Married,Corporate Auto,Corporate L3,Offer2,Web,Four-Door Car,Small
Washington,No,Basic,College,,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,SUV,Small
Nevada,No,Basic,Bachelor,,M,Urban,Married,Personal Auto,Personal L3,Offer3,Agent,Luxury,Medsize
Oregon,No,Basic,High School or Below,,M,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Call Center,Luxury,Small
California,No,Basic,Master,,F,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize
Arizona,No,Basic,Bachelor,,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Medsize
California,No,Basic,College,,F,Suburban,Single,Personal Auto,Personal L1,Offer3,Call Center,Four-Door Car,Medsize
California,No,Basic,High School or Below,,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Web,Two-Door Car,Medsize
Washington,No,Basic,High School or Below,,F,Suburban,Single,Personal Auto,Personal L3,Offer4,Web,Four-Door Car,Small
Nevada,No,Basic,College,Not Working,M,Rural,Married,Personal Auto,Personal L3,Offer1,Branch,Luxury,Small
Washington,No,Extended,High School or Below,,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Small
Arizona,No,Basic,Bachelor,,F,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Agent,Four-Door Car,Small
Oregon,No,Basic,High School or Below,,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize
California,No,Basic,High School or Below,,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Web,Luxury,Large
Arizona,No,Basic,Master,,F,Suburban,Married,Corporate Auto,Corporate L2,Offer4,Call Center,Four-Door Car,Small
California,No,Extended,Bachelor,,F,Suburban,Divorced,Corporate Auto,Corporate L3,Offer1,Call Center,Four-Door Car,Medsize
Oregon,No,Basic,Bachelor,Not Working,F,Rural,Married,Corporate Auto,Corporate L3,Offer1,Call Center,Two-Door Car,Medsize
Nevada,No,Extended,Bachelor,,F,Rural,Married,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Large
Oregon,No,Basic,College,,M,Suburban,Single,Special Auto,Special L1,Offer4,Web,SUV,Large
Oregon,No,Extended,Master,,M,Suburban,Married,Corporate Auto,Corporate L2,Offer1,Branch,Four-Door Car,Medsize
California,No,Basic,Master,,M,Urban,Single,Personal Auto,Personal L1,Offer1,Call Center,Four-Door Car,Medsize
California,No,Basic,College,,F,Suburban,Single,Personal Auto,Personal L2,Offer2,Agent,Luxury,Medsize
Washington,No,Premium,High School or Below,,M,Suburban,Single,Personal Auto,Personal L2,Offer3,Agent,Four-Door Car,Medsize
Oregon,No,Basic,College,,F,Suburban,Single,Special Auto,Special L3,Offer3,Web,Two-Door Car,Small
Oregon,No,Basic,High School or Below,,M,Urban,Married,Personal Auto,Personal L3,Offer2,Agent,Two-Door Car,Small
Nevada,No,Basic,Bachelor,,M,Suburban,Married,Corporate Auto,Corporate L2,Offer4,Call Center,Two-Door Car,Large
Arizona,No,Basic,College,,M,Rural,Married,Personal Auto,Personal L1,Offer4,Call Center,Four-Door Car,Medsize
Oregon,Yes,Basic,Doctor,,M,Suburban,Married,Special Auto,Special L2,Offer1,Agent,SUV,Large
California,Yes,Basic,High School or Below,,F,Urban,Single,Personal Auto,Personal L2,Offer1,Agent,SUV,Small
Arizona,No,Basic,Bachelor,,F,Rural,Single,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize
Oregon,No,Extended,High School or Below,,F,Suburban,Single,Personal Auto,Personal L3,Offer2,Web,SUV,Medsize
Arizona,No,Extended,High School or Below,Not Working,F,Suburban,Married,Corporate Auto,Corporate L3,Offer2,Agent,Two-Door Car,Large
Oregon,No,Basic,High School or Below,,M,Suburban,Married,Personal Auto,Personal L3,Offer4,Web,SUV,Medsize
California,No,Premium,Master,,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,Two-Door Car,Small
California,Yes,Extended,College,,F,Urban,Married,Corporate Auto,Corporate L3,Offer2,Branch,Four-Door Car,Medsize
Oregon,No,Basic,Doctor,,M,Rural,Married,Personal Auto,Personal L2,Offer2,Branch,Two-Door Car,Medsize
California,No,Extended,Bachelor,,F,Suburban,Single,Personal Auto,Personal L2,Offer1,Call Center,Four-Door Car,Medsize
Oregon,No,Extended,Bachelor,,M,Suburban,Married,Personal Auto,Personal L2,Offer4,Agent,Two-Door Car,Medsize
Arizona,No,Basic,College,,F,Suburban,Single,Personal Auto,Personal L1,Offer2,Branch,SUV,Medsize
Washington,Yes,Basic,Bachelor,,F,Urban,Married,Personal Auto,Personal L3,Offer1,Branch,SUV,Medsize
Oregon,No,Extended,Bachelor,,F,Suburban,Single,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Small
California,Yes,Extended,Bachelor,,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,SUV,Medsize
Oregon,No,Basic,Bachelor,,M,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize
Oregon,No,Basic,Bachelor,,F,Urban,Divorced,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize
California,No,Basic,High School or Below,,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Small
Oregon,No,Extended,College,Not Working,M,Suburban,Married,Personal Auto,Personal L3,Offer3,Branch,Four-Door Car,Small
Nevada,No,Premium,Bachelor,,M,Rural,Married,Corporate Auto,Corporate L3,Offer4,Web,SUV,Medsize
Oregon,Yes,Extended,High School or Below,,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize
California,No,Basic,College,Not Working,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Web,SUV,Large
Oregon,Yes,Basic,College,,M,Rural,Married,Personal Auto,Personal L1,Offer1,Branch,Four-Door Car,Medsize
Arizona,No,Basic,High School or Below,,F,Urban,Married,Personal Auto,Personal L1,Offer1,Web,Luxury,Medsize
Oregon,No,Basic,High School or Below,Not Working,F,Rural,Married,Corporate Auto,Corporate L3,Offer3,Branch,Luxury,Medsize
Oregon,No,Basic,High School or Below,,M,Suburban,Married,Personal Auto,Personal L2,Offer3,Call Center,Four-Door Car,Medsize
California,No,Extended,High School or Below,,M,Suburban,Single,Personal Auto,Personal L1,Offer3,Web,Luxury,Medsize
California,No,Basic,Bachelor,,M,Suburban,Single,Corporate Auto,Corporate L2,Offer1,Web,Luxury,Small
Oregon,Yes,Extended,Bachelor,,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Agent,Luxury,Medsize
Oregon,No,Basic,High School or Below,,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize
Oregon,No,Premium,Bachelor,,F,Urban,Married,Personal Auto,Personal L3,Offer1,Agent,Luxury,Medsize
Oregon,No,Basic,College,,F,Suburban,Single,Corporate Auto,Corporate L3,Offer3,Branch,SUV,Large
California,No,Basic,Bachelor,,F,Rural,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize
Oregon,No,Basic,College,,M,Rural,Single,Personal Auto,Personal L1,Offer2,Branch,Two-Door Car,Medsize
Arizona,Yes,Extended,College,,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize
California,Yes,Premium,High School or Below,,M,Suburban,Divorced,Corporate Auto,Corporate L3,Offer1,Agent,Luxury,Medsize
Oregon,Yes,Basic,Bachelor,,M,Suburban,Single,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Small
Washington,No,Extended,Bachelor,,M,Suburban,Divorced,Personal Auto,Personal L1,Offer3,Agent,Four-Door Car,Medsize
Oregon,No,Extended,Bachelor,,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Small
Arizona,Yes,Basic,College,Not Working,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Web,Two-Door Car,Medsize
California,No,Basic,High School or Below,,F,Rural,Single,Personal Auto,Personal L3,Offer3,Branch,Four-Door Car,Medsize
California,No,Basic,Bachelor,,M,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Branch,SUV,Large
Oregon,Yes,Basic,College,Not Working,F,Suburban,Single,Personal Auto,Personal L1,Offer1,Web,Two-Door Car,Medsize
Oregon,Yes,Basic,Master,Not Working,M,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Call Center,Four-Door Car,Small
Arizona,No,Basic,Master,Not Working,F,Suburban,Divorced,Corporate Auto,Corporate L3,Offer1,Agent,Two-Door Car,Medsize
Oregon,No,Basic,Bachelor,,M,Rural,Divorced,Personal Auto,Personal L3,Offer4,Web,Four-Door Car,Medsize
Washington,No,Premium,College,,M,Rural,Married,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Medsize
Oregon,No,Basic,High School or Below,,M,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Branch,SUV,Small
California,No,Extended,College,Not Working,M,Suburban,Married,Personal Auto,Personal L2,Offer3,Web,SUV,Small
California,No,Basic,Doctor,,F,Rural,Married,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Small
California,No,Basic,College,,M,Urban,Divorced,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize
Arizona,Yes,Extended,Bachelor,,F,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Agent,Luxury,Medsize
Arizona,Yes,Basic,Bachelor,,M,Suburban,Single,Corporate Auto,Corporate L2,Offer1,Agent,Four-Door Car,Medsize
Oregon,Yes,Basic,Bachelor,Not Working,M,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Large
Arizona,No,Extended,Bachelor,Not Working,M,Suburban,Single,Personal Auto,Personal L1,Offer1,Branch,Luxury,Medsize
Nevada,No,Basic,High School or Below,,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,SUV,Medsize
Nevada,No,Basic,Master,Not Working,M,Rural,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize
California,Yes,Extended,Doctor,,M,Suburban,Divorced,Personal Auto,Personal L3,Offer2,Agent,Luxury,Medsize
Oregon,Yes,Extended,College,,M,Suburban,Single,Personal Auto,Personal L3,Offer2,Agent,Luxury,Small
Washington,Yes,Basic,Bachelor,,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Call Center,Four-Door Car,Medsize
Arizona,No,Basic,High School or Below,Not Working,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Branch,Two-Door Car,Medsize
Oregon,No,Premium,Master,,F,Rural,Married,Personal Auto,Personal L2,Offer2,Branch,Two-Door Car,Small
Arizona,No,Basic,College,,F,Urban,Married,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Medsize
Oregon,Yes,Basic,Bachelor,Not Working,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Medsize
Oregon,No,Premium,Master,,F,Rural,Married,Corporate Auto,Corporate L3,Offer1,Agent,Four-Door Car,Medsize
Nevada,Yes,Basic,College,,M,Urban,Single,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize
California,No,Basic,Bachelor,,M,Suburban,Divorced,Corporate Auto,Corporate L1,Offer3,Agent,Four-Door Car,Large
Nevada,No,Basic,Bachelor,Not Working,F,Suburban,Married,Personal Auto,Personal L3,Offer3,Call Center,Four-Door Car,Small
Oregon,No,Basic,Bachelor,,F,Rural,Divorced,Corporate Auto,Corporate L2,Offer1,Web,Four-Door Car,Medsize
California,No,Basic,Bachelor,,F,Suburban,Married,Corporate Auto,Corporate L2,Offer4,Branch,Two-Door Car,Medsize
Washington,No,Basic,College,Not Working,M,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize
Washington,Yes,Basic,Bachelor,,F,Urban,Married,Corporate Auto,Corporate L2,Offer1,Branch,SUV,Medsize
Washington,No,Basic,College,,F,Suburban,Divorced,Corporate Auto,Corporate L3,Offer1,Branch,Two-Door Car,Small
Oregon,No,Extended,Bachelor,,M,Urban,Married,Corporate Auto,Corporate L3,Offer2,Web,SUV,Medsize
Oregon,No,Basic,High School or Below,,F,Suburban,Single,Personal Auto,Personal L2,Offer4,Agent,Two-Door Car,Medsize
Arizona,No,Extended,College,,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Web,Luxury,Large
Oregon,No,Basic,Bachelor,,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize
California,No,Extended,Bachelor,,F,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Agent,Four-Door Car,Medsize
California,No,Basic,Bachelor,,M,Urban,Single,Corporate Auto,Corporate L2,Offer1,Branch,Four-Door Car,Medsize
Arizona,Yes,Extended,College,,F,Suburban,Married,Special Auto,Special L2,Offer2,Agent,Four-Door Car,Medsize
Oregon,No,Basic,Bachelor,,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Small
Arizona,No,Premium,College,,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,SUV,Medsize
Arizona,No,Basic,High School or Below,,F,Suburban,Single,Special Auto,Special L1,Offer1,Web,Luxury,Medsize
Oregon,Yes,Basic,Bachelor,Not Working,M,Suburban,Divorced,Personal Auto,Personal L1,Offer1,Branch,SUV,Medsize
Oregon,Yes,Basic,Bachelor,Not Working,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize
Washington,No,Basic,Doctor,,M,Rural,Divorced,Personal Auto,Personal L1,Offer2,Agent,Two-Door Car,Large
Oregon,No,Basic,High School or Below,,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,Two-Door Car,Medsize
Arizona,No,Basic,College,Not Working,F,Suburban,Married,Special Auto,Special L2,Offer4,Branch,Two-Door Car,Large
Nevada,No,Premium,Bachelor,,M,Suburban,Single,Personal Auto,Personal L2,Offer4,Call Center,Four-Door Car,Medsize
California,No,Basic,Bachelor,,M,Rural,Married,Personal Auto,Personal L2,Offer4,Branch,Four-Door Car,Medsize
Oregon,No,Extended,High School or Below,,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Web,SUV,Medsize
Oregon,Yes,Extended,College,,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize
Nevada,No,Basic,Master,,M,Rural,Single,Corporate Auto,Corporate L1,Offer1,Call Center,Four-Door Car,Medsize
Oregon,Yes,Basic,College,,M,Suburban,Single,Corporate Auto,Corporate L2,Offer2,Call Center,Four-Door Car,Small
Oregon,No,Basic,College,,F,Urban,Married,Personal Auto,Personal L2,Offer1,Call Center,Four-Door Car,Medsize
Nevada,No,Basic,College,,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Call Center,SUV,Small
Oregon,No,Basic,Bachelor,,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Branch,Two-Door Car,Large
California,No,Basic,Bachelor,,F,Urban,Single,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize
Oregon,No,Basic,Bachelor,,M,Suburban,Married,Special Auto,Special L3,Offer4,Call Center,Four-Door Car,Large
Nevada,No,Extended,College,,F,Rural,Single,Personal Auto,Personal L3,Offer4,Web,Four-Door Car,Medsize
Arizona,Yes,Premium,Bachelor,Not Working,F,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize
Oregon,No,Extended,High School or Below,,M,Suburban,Married,Corporate Auto,Corporate L2,Offer1,Agent,Two-Door Car,Small
Washington,No,Extended,College,,F,Rural,Single,Personal Auto,Personal L2,Offer1,Branch,SUV,Medsize
Nevada,No,Basic,Bachelor,,F,Urban,Single,Personal Auto,Personal L3,Offer4,Agent,Four-Door Car,Medsize
Nevada,Yes,Extended,College,,F,Suburban,Divorced,Corporate Auto,Corporate L3,Offer2,Agent,Four-Door Car,Medsize
Arizona,No,Basic,Master,,F,Rural,Married,Personal Auto,Personal L3,Offer3,Agent,SUV,Medsize
Arizona,Yes,Extended,High School or Below,Not Working,F,Suburban,Divorced,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Large
Oregon,No,Basic,Bachelor,,M,Rural,Single,Corporate Auto,Corporate L2,Offer1,Call Center,Two-Door Car,Medsize
California,No,Extended,College,,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Small
Nevada,No,Basic,High School or Below,,F,Suburban,Divorced,Personal Auto,Personal L2,Offer2,Call Center,Two-Door Car,Medsize
Oregon,Yes,Basic,Bachelor,,F,Urban,Married,Personal Auto,Personal L3,Offer2,Branch,SUV,Medsize
Nevada,No,Basic,College,,M,Suburban,Divorced,Personal Auto,Personal L1,Offer1,Web,Two-Door Car,Small
Arizona,No,Extended,High School or Below,,M,Urban,Divorced,Personal Auto,Personal L3,Offer2,Web,Two-Door Car,Medsize
Oregon,Yes,Extended,College,,F,Rural,Married,Personal Auto,Personal L2,Offer2,Call Center,Two-Door Car,Small
Washington,No,Extended,Master,Not Working,M,Suburban,Single,Personal Auto,Personal L1,Offer4,Agent,Luxury,Small
Arizona,Yes,Extended,High School or Below,,M,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Agent,SUV,Medsize
Nevada,No,Basic,Master,,M,Rural,Married,Personal Auto,Personal L3,Offer3,Call Center,Four-Door Car,Medsize
Arizona,Yes,Basic,Bachelor,,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Two-Door Car,Medsize
